Id,Chip,Fec_alt,Fec_nacim,Fec_implant,Id_provincia,Nombre,Id_sexo,Id_especie,Id_raza,Id_raza2,Id_aptitud,Ppp,Dir_cp,Dir_provincia,Dir_municipio,Dir_pais,Baja,Desaparecido,Aparecido
827124,127931661A,06/03/2006,01/08/2003,18/11/2005,ARABA / ALAVA,ESTRELLA,H,Canino,PODENCO IBICENCO,,CAZA,false,9200,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
827127,116433533A,06/03/2006,01/01/2005,18/11/2005,ARABA / ALAVA,POL,M,Canino,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,,CAZA,false,9200,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
827129,116936393A,06/03/2006,01/01/1998,18/11/2005,ARABA / ALAVA,CASTILLA,H,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,CAZA,false,9200,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
827130,938000000118437,06/03/2006,02/10/2002,18/11/2005,ARABA / ALAVA,LUNA,H,Canino,SETTER INGLES - ENGLISH SETTER,,CAZA,false,9200,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
827131,938000000086614,06/03/2006,01/01/2003,18/11/2005,ARABA / ALAVA,ZAR,M,Canino,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,,CAZA,false,9200,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
827132,938000000110083,06/03/2006,10/06/1999,18/11/2005,ARABA / ALAVA,PILI,H,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,CAZA,false,9200,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
827134,938000000085820,06/03/2006,01/01/2002,18/11/2005,ARABA / ALAVA,BELCHA,H,Canino,SETTER INGLES - ENGLISH SETTER,,CAZA,false,9200,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
827136,938000000111549,06/03/2006,01/01/2002,18/11/2005,ARABA / ALAVA,PERDI,H,Canino,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,,CAZA,false,9200,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
827137,938000000106853,06/03/2006,01/01/2005,18/11/2005,ARABA / ALAVA,LA,H,Canino,SETTER INGLES - ENGLISH SETTER,,CAZA,false,9200,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
827306,977200005417736,10/03/2006,30/08/2004,09/02/2005,ARABA / ALAVA,MAMBO,M,Canino,SETTER INGLES - ENGLISH SETTER,,LUJO Y COMPAÑIA,false,9215,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
827307,977200004751010,10/03/2006,24/12/2004,18/02/2005,ARABA / ALAVA,ZURI,H,Canino,BICHON FRISE PELO RIZADO (BICHON A POIL FRISE),,LUJO Y COMPAÑIA,false,9000,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
827355,977200004799114,13/03/2006,01/01/1999,18/03/2005,ARABA / ALAVA,LARGO,M,Canino,PODENCO ANDALUZ,,CAZA,false,31000,NAVARRA,ZÚÑIGA,ESPAÑA,,,
827356,977200005387273,13/03/2006,01/01/1999,18/03/2005,ARABA / ALAVA,CORTO,M,Canino,PODENCO ANDALUZ,,LUJO Y COMPAÑIA,false,31000,NAVARRA,ZÚÑIGA,ESPAÑA,,,
827395,977200004783847,13/03/2006,20/06/2005,22/07/2005,ARABA / ALAVA,ZARINA,H,Canino,GOLDEN RETRIEVER - COBRADOR DORADO,,LUJO Y COMPAÑIA,false,9200,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
827416,724098100746238,13/03/2006,20/02/2001,25/07/2005,ARABA / ALAVA,NEGU,M,Canino,SETTER INGLES - ENGLISH SETTER,,LUJO Y COMPAÑIA,false,31000,NAVARRA,ARTAZU,ESPAÑA,,,
827423,977200004992065,13/03/2006,01/06/2005,20/07/2005,ARABA / ALAVA,AKIA,H,Canino,SHIBA INU,,LUJO Y COMPAÑIA,false,7004,BALEARS (ILLES),PALMA DE MALLORCA,ESPAÑA,,,
827441,938000000104535,14/03/2006,09/06/2005,26/07/2005,ARABA / ALAVA,YIRA,H,Canino,BULLDOG INGLES,,LUJO Y COMPAÑIA,false,15863,CORUÑA (A),SANTIAGO DE COMPOSTELA,ESPAÑA,,,
827451,380098100723396,14/03/2006,07/05/2005,07/07/2005,ARABA / ALAVA,SATXA,H,Canino,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,,LUJO Y COMPAÑIA,false,9294,BURGOS,PUEBLA DE ARGANZÓN (LA),ESPAÑA,,,
827514,985120022428707,17/03/2006,01/07/2005,20/01/2006,BIZKAIA,SOMBRA,H,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,CAMARGO,ESPAÑA,,,
827585,985120022999271,21/03/2006,02/12/2005,10/12/2005,GIPUZKOA,DONOSTIA,H,Felino,FELINO (SIN CODIFICAR),,GUARDA DEFENSA Y UTILIDAD,false,41350,SEVILLA,VILLANUEVA DEL RÍO Y MINAS,ESPAÑA,,,
827610,985120022350823,21/03/2006,10/10/2005,11/01/2006,GIPUZKOA,ARGI,M,Canino,FOX TERRIER - WIRE (PELO DURO) - WIRE FOX TERRIER,,LUJO Y COMPAÑIA,false,26200,LA RIOJA,HARO,ESPAÑA,,,
827619,985120021901397,22/03/2006,05/04/2004,07/11/2005,GIPUZKOA,WENDELE WALFLOWER,H,Felino,FELINO (SIN CODIFICAR),,LUJO Y COMPAÑIA,false,46250,VALENCIA,VALENCIA,ESPAÑA,,,
827621,981098100268153,22/03/2006,28/11/2005,09/01/2006,GIPUZKOA,AURON,M,Canino,LABRADOR RETRIEVER - COBRADOR DEL LABRADOR - RETRIEVER DE LABRADOR,,LUJO Y COMPAÑIA,false,31780,NAVARRA,BERA/VERA DE BIDASOA,ESPAÑA,,,
827640,981098100319013,22/03/2006,15/12/2005,14/02/2006,BIZKAIA,OKER,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,,ZARAGOZA,UTEBO,ESPAÑA,,,
827742,938000000178905,28/03/2006,01/12/2005,27/03/2006,ARABA / ALAVA,BULI,M,Canino,BOXER,,LUJO Y COMPAÑIA,false,,BURGOS,BURGOS,ESPAÑA,,,
827743,724098100710995,28/03/2006,03/11/2004,06/04/2005,ZARAGOZA,BUSTER,M,Canino,SHAR PEI - MINI PEI,,LUJO Y COMPAÑIA,false,26000,LA RIOJA,ALFARO,ESPAÑA,,,
827771,380098100798012,30/03/2006,10/12/2005,08/02/2006,BIZKAIA,TEO,M,Canino,BASSET HOUND - SABUESO BASSET,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,LIENDO,ESPAÑA,,,
827981,977200004345562,10/04/2006,15/01/2006,02/03/2006,GIPUZKOA,URBO DE TORRENE,M,Canino,PASTOR BELGA - BELGIAN SHEPHERD DOG BERGER - PERRO OVEJERO BELGA - CHIEN DE BERGER BELGE,,LUJO Y COMPAÑIA,false,8830,BARCELONA,SANT BOI DE LLOBREGAT,ESPAÑA,,,
827983,977200004259443,10/04/2006,15/01/2006,02/03/2006,GIPUZKOA,UAGO DE TORRENE,M,Canino,PASTOR BELGA - BELGIAN SHEPHERD DOG BERGER - PERRO OVEJERO BELGA - CHIEN DE BERGER BELGE,,LUJO Y COMPAÑIA,false,12004,CASTELLON / CASTELLO,CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA,ESPAÑA,,,
827986,981098100324161,10/04/2006,17/10/2005,21/02/2006,BIZKAIA,SUZKO,M,Canino,SETTER IRLANDES ROJO - IRISH RED SETTER,,CAZA,false,,ALBACETE,VILLALGORDO DEL JÚCAR,ESPAÑA,,,
828009,981098100274702,11/04/2006,20/08/2005,19/01/2006,BIZKAIA,KIRA,H,Canino,MASTIN ESPAÑOL,,GUARDA DEFENSA Y UTILIDAD,false,9000,BURGOS,VALLE DE MENA,ESPAÑA,,,
828047,981098100315861,12/04/2006,01/10/2005,17/12/2005,BIZKAIA,FLORO,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,39007,CANTABRIA,SANTANDER,ESPAÑA,,,
828066,938000000182593,12/04/2006,17/12/2005,15/03/2006,ARABA / ALAVA,LUA,H,Canino,HUSKY SIBERIANO - SIBERIAN HUSKY,,LUJO Y COMPAÑIA,false,,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
828135,724098100753372,18/04/2006,27/11/2005,28/01/2006,GIPUZKOA,VAN GOGH,M,Felino,FELINO (SIN CODIFICAR),,LUJO Y COMPAÑIA,false,11100,CADIZ,SAN FERNANDO,ESPAÑA,,,
828145,985120023845201,18/04/2006,10/09/2005,28/01/2006,GIPUZKOA,ARWENT,H,Canino,PASTOR DE BRIE - BERGER DE BRIE,,LUJO Y COMPAÑIA,false,39600,CANTABRIA,CAMARGO,ESPAÑA,,,
828155,977200004218093,18/04/2006,02/01/2006,23/03/2006,GIPUZKOA,COCKER,M,Canino,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,,LUJO Y COMPAÑIA,false,46136,VALENCIA,ADEMUZ,ESPAÑA,,,
828160,724098100755648,18/04/2006,22/11/2005,28/02/2006,GIPUZKOA,TIFFANY,H,Canino,BULLDOG INGLES,,LUJO Y COMPAÑIA,false,8211,BARCELONA,CASTELLAR DEL VALLÈS,ESPAÑA,,,
828161,724098100755517,18/04/2006,17/01/2006,09/03/2006,GIPUZKOA,POLO,M,Canino,BULLDOG INGLES,,LUJO Y COMPAÑIA,false,46019,VALENCIA,ADEMUZ,ESPAÑA,,,
828211,981098319467,20/04/2006,01/12/2005,04/02/2006,BIZKAIA,,H,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,28529,MADRID,RIVAS-VACIAMADRID,ESPAÑA,,,
828214,981098100321895,20/04/2006,01/10/2005,17/12/2005,BIZKAIA,GUIDO,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,31006,NAVARRA,PAMPLONA/IRUÑA,ESPAÑA,,,
828235,985120022152299,21/04/2006,15/09/2005,08/02/2006,BIZKAIA,MAMAS,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,SANTOÑA,ESPAÑA,,,
828296,938000000190133,24/04/2006,05/06/2005,03/03/2006,ARABA / ALAVA,MAKI,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,26230,LA RIOJA,CASALARREINA,ESPAÑA,,,
828320,938000000197053,24/04/2006,21/05/2005,10/02/2006,ARABA / ALAVA,HOMER,M,Canino,ROTTWEILER,,LUJO Y COMPAÑIA,true,26200,LA RIOJA,HARO,ESPAÑA,,,
828391,938000000182644,24/04/2006,01/07/2002,31/01/2006,ARABA / ALAVA,PINGÜINO,M,Canino,FOX TERRIER - WIRE (PELO DURO) - WIRE FOX TERRIER,,LUJO Y COMPAÑIA,false,9200,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
828393,938000000192766,24/04/2006,15/07/2005,25/01/2006,ARABA / ALAVA,ATHOS,M,Canino,GOLDEN RETRIEVER - COBRADOR DORADO,,LUJO Y COMPAÑIA,false,9200,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
828397,985120021320876,25/04/2006,14/10/2005,07/02/2006,BIZKAIA,FLEQUILLITOS ROYAL,M,Canino,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,,LUJO Y COMPAÑIA,false,,CIUDAD REAL,VALDEPEÑAS,ESPAÑA,,,
828404,985120023390001,25/04/2006,23/08/2005,14/12/2005,BIZKAIA,FLEQUILLITOS MIS ENGLAND,H,Canino,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,,LUJO Y COMPAÑIA,false,,CANTABRIA,SANTANDER,ESPAÑA,,,
828405,985120023326926,25/04/2006,23/08/2005,09/12/2005,BIZKAIA,FLEQUILLITOS MY FAIR LADY,H,Canino,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,,LUJO Y COMPAÑIA,false,,CANTABRIA,SANTANDER,ESPAÑA,,,
828406,985120022131495,25/04/2006,23/08/2005,09/12/2005,BIZKAIA,FLEQUILLITOS TRUE LOVE,H,Canino,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,,LUJO Y COMPAÑIA,false,,CANTABRIA,SANTANDER,ESPAÑA,,,
828416,977200001048468,25/04/2006,01/06/2005,01/06/2005,BIZKAIA,,H,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,GUARDA DEFENSA Y UTILIDAD,false,39700,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
828574,145225797A,26/04/2006,04/09/2005,20/01/2006,BIZKAIA,ELIOT,M,Hurones,HURON (SIN CODIFICAR),,LUJO Y COMPAÑIA,false,,CANTABRIA,SANTOÑA,ESPAÑA,,,
828627,72409810014264,26/04/2006,15/12/2000,01/03/2006,BIZKAIA,WILLOW,M,Canino,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,,LUJO Y COMPAÑIA,false,,CANTABRIA,LAREDO,ESPAÑA,,,
828629,724098100174963,26/04/2006,22/04/1999,27/07/2004,BIZKAIA,DANKO,M,Canino,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,,LUJO Y COMPAÑIA,false,,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
828784,145228273A,28/04/2006,11/11/2005,24/02/2006,BIZKAIA,,M,Hurones,HURON (SIN CODIFICAR),,LUJO Y COMPAÑIA,false,,BARCELONA,BEGUES,ESPAÑA,,,
828812,981098100283135,01/05/2006,01/01/2006,17/02/2006,GIPUZKOA,BEDI,M,Canino,YORKSHIRE TERRIER,,LUJO Y COMPAÑIA,false,39700,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
828981,981098100326631,03/05/2006,15/11/2005,20/01/2006,BIZKAIA,WIKO,M,Canino,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
828996,981098100300243,03/05/2006,05/01/2006,10/03/2006,BIZKAIA,TOY,M,Canino,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,,LUJO Y COMPAÑIA,false,,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
829002,348098100055966,03/05/2006,12/12/2005,10/02/2006,BIZKAIA,ROBADO,M,Canino,BULLDOG FRANCES - BOULEDOGUE FRANÇAIS,,LUJO Y COMPAÑIA,false,,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
829170,985120023376306,05/05/2006,10/10/2005,25/03/2006,BIZKAIA,GORRI,M,Canino,PASTOR BELGA - BELGIAN SHEPHERD DOG BERGER - PERRO OVEJERO BELGA - CHIEN DE BERGER BELGE,,LUJO Y COMPAÑIA,false,,SANTA CRUZ DE TENERIFE,SAN CRISTÓBAL DE LA LAGUNA,ESPAÑA,,,
829269,724098100740320,09/05/2006,15/03/2004,14/03/2006,BIZKAIA,BARRI,M,Canino,VILLANO DE LAS ENCARTACIONES,,GUARDA DEFENSA Y UTILIDAD,false,39000,CANTABRIA,VALLE DE VILLAVERDE,ESPAÑA,,,
829270,724098100740755,09/05/2006,20/02/2000,14/03/2006,CANTABRIA,CHULA,H,Canino,VILLANO DE LAS ENCARTACIONES,,GUARDA DEFENSA Y UTILIDAD,false,39000,CANTABRIA,VALLE DE VILLAVERDE,ESPAÑA,,,
829272,724098100734417,09/05/2006,12/01/2005,14/03/2006,CANTABRIA,ALICATE,M,Canino,VILLANO DE LAS ENCARTACIONES,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,VALLE DE VILLAVERDE,ESPAÑA,,,
829344,981098100268211,11/05/2006,08/01/2006,06/02/2006,ARABA / ALAVA,CALA DE ZANKUETA,H,Canino,ROTTWEILER,,GUARDA DEFENSA Y UTILIDAD,true,3184,ALICANTE / ALACANT,TORREVIEJA,ESPAÑA,,,
829365,981098100285378,12/05/2006,18/11/2005,15/02/2006,ARABA / ALAVA,BART,M,Canino,JAGD TERRIER - DEUTSCHER JAGDTERRIER,,CAZA,false,9007,BURGOS,BURGOS,ESPAÑA,,,
829367,982009100037024,12/05/2006,01/01/2001,10/02/2006,ARABA / ALAVA,BETI,H,Canino,VILLANO DE LAS ENCARTACIONES,,GUARDA DEFENSA Y UTILIDAD,false,9000,BURGOS,VALLE DE MENA,ESPAÑA,,,
829368,982009100153622,12/05/2006,01/01/2004,10/02/2006,ARABA / ALAVA,LUNA,H,Canino,VILLANO DE LAS ENCARTACIONES,,PASTOR,false,9000,BURGOS,VALLE DE MENA,ESPAÑA,,,
829369,982009100029320,12/05/2006,01/01/2004,10/02/2006,ARABA / ALAVA,CARLA,H,Canino,VILLANO DE LAS ENCARTACIONES,,PASTOR,false,9000,BURGOS,VALLE DE MENA,ESPAÑA,,,
829474,981098100353790,15/05/2006,04/02/2006,04/04/2006,BIZKAIA,ASHLAN,M,Canino,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,,LUJO Y COMPAÑIA,false,21670,HUELVA,NERVA,ESPAÑA,,,
829475,981098100345128,15/05/2006,04/02/2006,04/04/2006,BIZKAIA,AMY,H,Canino,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,,LUJO Y COMPAÑIA,false,50015,ZARAGOZA,ZARAGOZA,ESPAÑA,,,
829482,981098100282713,16/05/2006,01/05/2005,30/12/2005,GIPUZKOA,COCO,H,Canino,GRIFFON BLEU DE GASCOGNE - GRIFON AZUL DE GASCUÑA,,LUJO Y COMPAÑIA,false,,NAVARRA,EZCÁROZ/EZKAROZE,ESPAÑA,,,
829485,985120021922247,16/05/2006,01/01/2005,31/10/2005,GIPUZKOA,MILU,C,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,31494,NAVARRA,LERGA,ESPAÑA,,,
829486,985120021909167,16/05/2006,01/10/2003,31/10/2005,GIPUZKOA,LINDA,H,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,31494,NAVARRA,LERGA,ESPAÑA,,,
829620,985120023449153,16/05/2006,01/01/2003,13/02/2006,GIPUZKOA,TINA,H,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,31740,NAVARRA,DONEZTEBE/SANTESTEBAN,ESPAÑA,,,
829653,981098100280220,17/05/2006,31/12/2005,15/02/2006,GIPUZKOA,KIRA,H,Canino,YORKSHIRE TERRIER,,LUJO Y COMPAÑIA,false,31770,NAVARRA,LESAKA,ESPAÑA,,,
829714,977200004186469,18/05/2006,01/01/2001,29/04/2006,GIPUZKOA,,H,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,31005,NAVARRA,PAMPLONA/IRUÑA,ESPAÑA,,,
829759,985120023483454,18/05/2006,01/06/2005,09/01/2006,GIPUZKOA,DICK,M,Canino,SETTER INGLES - ENGLISH SETTER,,CAZA,false,10890,CACERES,VALVERDE DEL FRESNO,ESPAÑA,,,
829770,977200004309414,18/05/2006,24/10/2005,04/02/2006,GIPUZKOA,FERRARI,M,Felino,FELINO (SIN CODIFICAR),,LUJO Y COMPAÑIA,false,35100,LAS PALMAS,SAN BARTOLOMÉ DE TIRAJANA,ESPAÑA,,,
829777,724098100619403,18/05/2006,10/11/2005,30/12/2005,GIPUZKOA,TXURI,M,Canino,WEST HIGHLAND WHITE TERRIER - WESTY - WESTIE,,LUJO Y COMPAÑIA,false,22560,HUESCA,ALCAMPELL,ESPAÑA,,,
829793,977200004312914,19/05/2006,01/10/2005,25/02/2006,GIPUZKOA,LEMON,M,Canino,SETTER INGLES - ENGLISH SETTER,,LUJO Y COMPAÑIA,false,13250,CIUDAD REAL,DAIMIEL,ESPAÑA,,,
829794,985120024127483,19/05/2006,10/03/2005,28/01/2006,GIPUZKOA,BUFON,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,,NAVARRA,BAZTAN,ESPAÑA,,,
829795,985120022239027,19/05/2006,28/01/2004,28/01/2006,GIPUZKOA,ESPELENTE,H,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,,NAVARRA,BAZTAN,ESPAÑA,,,
830028,977200004958987,23/05/2006,06/04/2003,13/08/2005,ARABA / ALAVA,ZARA,M,Canino,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,,LUJO Y COMPAÑIA,false,9109,BURGOS,BURGOS,ESPAÑA,,,
830078,977200005372803,24/05/2006,10/08/2005,10/08/2005,ARABA / ALAVA,RAM,H,Canino,EPAGNEUL BRETON - SPANIEL BRETON,,CAZA,false,,BURGOS,PUEBLA DE ARGANZÓN (LA),ESPAÑA,,,
830093,724098100749592,24/05/2006,20/06/2005,12/08/2005,ARABA / ALAVA,NAHI,H,Canino,GOLDEN RETRIEVER - COBRADOR DORADO,,LUJO Y COMPAÑIA,false,39479,CANTABRIA,PIÉLAGOS,ESPAÑA,,,
830094,724098100738261,24/05/2006,20/06/2005,12/08/2005,ARABA / ALAVA,ZERVA,H,Canino,GOLDEN RETRIEVER - COBRADOR DORADO,,LUJO Y COMPAÑIA,false,30001,NAVARRA,PAMPLONA/IRUÑA,ESPAÑA,,,
830150,981098100307697,24/05/2006,15/11/2005,07/02/2006,BIZKAIA,WIKI DE JALEX,H,Canino,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,,LUJO Y COMPAÑIA,false,9000,BURGOS,ESPINOSA DE LOS MONTEROS,ESPAÑA,,,
830190,977200004269623,25/05/2006,08/02/2006,08/05/2006,GIPUZKOA,NEGU,M,Canino,SETTER INGLES - ENGLISH SETTER,,CAZA,false,31770,NAVARRA,LESAKA,ESPAÑA,,,
830243,724098100564668,25/05/2006,01/01/2003,01/01/2003,ZARAGOZA,SENA,H,Canino,BOXER,,LUJO Y COMPAÑIA,false,50173,ZARAGOZA,NUEZ DE EBRO,ESPAÑA,,,
830289,981098100344192,26/05/2006,27/01/2006,22/03/2006,GIPUZKOA,KOLJA DE BI-LAGUN,M,Canino,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,,LUJO Y COMPAÑIA,false,31780,NAVARRA,BERA/VERA DE BIDASOA,ESPAÑA,,,
830412,981098100274041,29/05/2006,18/12/2005,02/05/2006,BIZKAIA,AIKO,M,Canino,DOGO ALEMAN - GRAN DANES - DEUTSCHE DOGGE,,GUARDA DEFENSA Y UTILIDAD,false,9000,BURGOS,VALLE DE MENA,ESPAÑA,,,
830458,977200004196849,30/05/2006,01/07/2005,01/01/2006,GIPUZKOA,,H,Canino,CA RATER MALLORQUI - RATONERO MALLORQUIN - RATER MALLORQUIN,,LUJO Y COMPAÑIA,false,31780,NAVARRA,BERA/VERA DE BIDASOA,ESPAÑA,,,
830459,977200004224311,30/05/2006,01/07/2005,01/01/2006,GIPUZKOA,,H,Canino,FOX TERRIER - WIRE (PELO DURO) - WIRE FOX TERRIER,,LUJO Y COMPAÑIA,false,31780,NAVARRA,BERA/VERA DE BIDASOA,ESPAÑA,,,
830528,724098101269434,30/05/2006,01/01/2001,22/08/2005,ARABA / ALAVA,TULA,H,Canino,SETTER INGLES - ENGLISH SETTER,,LUJO Y COMPAÑIA,false,12000,CASTELLON / CASTELLO,TORRE ENDOMÉNECH,ESPAÑA,,,
830595,724098100775714,31/05/2006,06/11/2004,14/09/2005,ARABA / ALAVA,STRAY,M,Canino,YORKSHIRE TERRIER,,LUJO Y COMPAÑIA,false,9219,BURGOS,SANTA MARÍA RIVARREDONDA,ESPAÑA,,,
830801,941000000040842,02/06/2006,12/03/2004,12/09/2005,ARABA / ALAVA,SOL,M,Canino,LABRADOR RETRIEVER - COBRADOR DEL LABRADOR - RETRIEVER DE LABRADOR,,LUJO Y COMPAÑIA,false,9294,BURGOS,PUEBLA DE ARGANZÓN (LA),ESPAÑA,,,
830836,938000000116242,02/06/2006,04/08/2005,28/09/2005,ARABA / ALAVA,SEIOU GO,M,Canino,SHIBA INU,,LUJO Y COMPAÑIA,false,28020,MADRID,MADRID,ESPAÑA,,,
830856,724098100584703,02/06/2006,01/01/1997,25/03/2006,BIZKAIA,SET,M,Canino,LABRADOR RETRIEVER - COBRADOR DEL LABRADOR - RETRIEVER DE LABRADOR,,LUJO Y COMPAÑIA,false,28001,MADRID,MADRID,ESPAÑA,,,
830865,985120022194097,02/06/2006,05/01/2006,18/03/2006,BIZKAIA,FLEQUILLITOS FANTASIA,H,Canino,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,,LUJO Y COMPAÑIA,false,52005,MELILLA,MELILLA,ESPAÑA,,,
830901,985120022393641,05/06/2006,01/04/2005,30/05/2006,ARABA / ALAVA,,H,Canino,POINTER,,GUARDA DEFENSA Y UTILIDAD,false,,LA RIOJA,CIHURI,ESPAÑA,,,
830917,380098100814130,05/06/2006,06/02/2006,18/04/2006,BIZKAIA,GOOFY,M,Canino,BULLDOG INGLES,,LUJO Y COMPAÑIA,false,39000,CANTABRIA,CASTRO-URDIALES,ESPAÑA,,,
831087,938000000191605,07/06/2006,01/12/1993,10/05/2006,ARABA / ALAVA,ZAR,M,Canino,CA RATER MALLORQUI - RATONERO MALLORQUIN - RATER MALLORQUIN,,LUJO Y COMPAÑIA,false,9900,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
831101,938000000198582,07/06/2006,01/01/2004,22/05/2006,ARABA / ALAVA,PASA,H,Canino,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,,LUJO Y COMPAÑIA,false,46012,VALENCIA,VALENCIA,ESPAÑA,,,
831110,938000000187943,07/06/2006,02/04/2006,25/05/2006,ARABA / ALAVA,NAR,M,Canino,POINTER,,CAZA,false,9215,BURGOS,CONDADO DE TREVIÑO,ESPAÑA,,,
831129,985120022258057,07/06/2006,29/01/2006,24/04/2006,BIZKAIA,BELTZ,M,Canino,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,,LUJO Y COMPAÑIA,false,,CANTABRIA,SANTOÑA,ESPAÑA,,,
831178,938000000198245,08/06/2006,01/06/2005,27/04/2006,ARABA / ALAVA,GORO,M,Canino,MASTIN ESPAÑOL,,LUJO Y COMPAÑIA,false,30007,MURCIA,ALGUAZAS,ESPAÑA,,,
831181,977200004294661,08/06/2006,06/12/2005,01/04/2006,ARABA / ALAVA,MARROITXO,H,Canino,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,,LUJO Y COMPAÑIA,false,,BURGOS,MIRANDA DE EBRO,ESPAÑA,,,
831205,938000000191812,08/06/2006,14/02/2006,19/04/2006,ARABA / ALAVA,,M,Canino,MONTAÑA DE LOS PIRINEOS - PERRO MONTAÑA DE LOS PIRINEOS,,LUJO Y COMPAÑIA,false,,BURGOS,BURGOS,ESPAÑA,,,
831213,977200004115101,08/06/2006,06/12/2005,01/04/2006,ARABA / ALAVA,GRISATXO,H,Canino,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,,LUJO Y COMPAÑIA,false,,BURGOS,PUEBLA DE ARGANZÓN (LA),ESPAÑA,,,
